ean,brand,title_alt,title_neu,final,len_alt,len_neu,ok
0718037891378,Western Digital,Western Digital Black WD_BLACK SN850X NVMe,Western Digital BLACK SN850X M.2 NVMe SSD 4TB NEU,Western Digital BLACK SN850X M.2 NVMe SSD 4TB NEU,42,49,JA
0718037899800,Western Digital,Western Digital Red Plus internal hard drive,Western Digital 6TB NEU,Western Digital Red Plus internal hard drive,44,23,NEIN
8719706022163,Seagate,"Seagate Enterprise ST8000NM018B Interne Festplatte 8 TB 7200 RPM 256 MB 3.5"" SAS",Seagate ST8000NM018B Festplatte HDD 8TB NEU,Seagate ST8000NM018B Festplatte HDD 8TB NEU,80,43,JA
5099206096547,Logitech,Logitech 910-006221 mouse,Logitech Maus Bluetooth 2000 DPI NEU,Logitech Maus Bluetooth 2000 DPI NEU,25,36,JA
0194252750872,Apple,Apple MUQ93ZM/A lightning cable,Apple MUQ93ZM USB-C Kabel 1m NEU,Apple MUQ93ZM USB-C Kabel 1m NEU,31,32,JA
6935364030773,TP-Link,TP-Link Omada SG3428XMP Netzwerk-Switch Managed L2+ Gigabit Ethernet (10/100/1000) Power over Ethernet (PoE) 1U Schwarz,TP-Link SG3428XMP PoE NEU,TP-Link Omada SG3428XMP Netzwerk-Switch Managed L2+ Gigabit Ethernet (10/100/1000) Power over Ethernet (PoE) 1U Schwarz,119,25,NEIN
4779051840229,Teltonika,Teltonika RUT200,Teltonika RUT200 WLAN Router NEU,Teltonika RUT200 WLAN Router NEU,16,32,JA
5397063763610,Dell,DELL kabelgebundene Maus – MS116 - schwarz,Dell MS116 Maus 1000 DPI NEU,DELL kabelgebundene Maus – MS116 - schwarz,42,28,NEIN
4711387095119,Asus,ASUS TUF Gaming B760-Plus WIFI Intel B760 LGA 1700 ATX,Asus TUF RAM Arbeitsspeicher 128GB DDR5 NEU,Asus TUF RAM Arbeitsspeicher 128GB DDR5 NEU,54,43,JA
4713294231369,G.Skill,G.Skill Trident Z5 RGB F5-6400J3239G16GX2-TZ5RK memory module,G.Skill Z5 RGB RAM Arbeitsspeicher 32GB 6400MHz DDR5 2x Kit NEU,G.Skill Z5 RGB RAM Arbeitsspeicher 32GB 6400MHz DDR5 2x Kit NEU,61,63,JA
4713294231345,G.Skill,G.Skill Trident Z F5-6400J3239G16GX2-TZ5K memory module,G.Skill F5-6400J3239G16GX2-TZ5K RAM Arbeitsspeicher 32GB 6400MHz DDR5 NEU,G.Skill F5-6400J3239G16GX2-TZ5K RAM Arbeitsspeicher 32GB 6400MHz DDR5 NEU,55,73,JA
4713294230720,G.Skill,G.Skill Trident F5-6000J3636F16GX2-TZ5RK memory module,G.Skill F5-6000J3636F16GX2-TZ5RK RAM Arbeitsspeicher 32GB 6000MHz DDR5 NEU,G.Skill F5-6000J3636F16GX2-TZ5RK RAM Arbeitsspeicher 32GB 6000MHz DDR5 NEU,54,74,JA
4713294232687,G.Skill,G.Skill Flare X5 F5-6000J3636F16GX2-FX5 memory module,G.Skill X5 F5-6000J3636F16GX2-FX5 RAM Arbeitsspeicher 32GB 6000MHz DDR5 NEU,G.Skill X5 F5-6000J3636F16GX2-FX5 RAM Arbeitsspeicher 32GB 6000MHz DDR5 NEU,53,75,JA
4713294232649,G.Skill,G.Skill Trident Z5 Neo RGB F5-6000J3238F16GX2-TZ5NR memory module,G.Skill Z5 RAM Arbeitsspeicher 32GB 6000MHz DDR5 2x Kit NEU,G.Skill Z5 RAM Arbeitsspeicher 32GB 6000MHz DDR5 2x Kit NEU,65,59,JA
4713294230454,G.Skill,G.Skill Trident Z5 Neo F5-6000J3038F16GX2-TZ5N memory module,G.Skill Z5 RAM Arbeitsspeicher 32GB 6000MHz DDR5 2x Kit NEU,G.Skill Z5 RAM Arbeitsspeicher 32GB 6000MHz DDR5 2x Kit NEU,60,59,JA
5099206107885,Logitech,Logitech 910-006582 mouse,Logitech Maus Bluetooth 8000 DPI NEU,Logitech Maus Bluetooth 8000 DPI NEU,25,36,JA
0810010075574,Ubiquiti,Ubiquiti UNVR-Pro-EU,Ubiquiti UNVR-P NEU,Ubiquiti UNVR-Pro-EU,20,19,NEIN
0195892052982,Lenovo,Lenovo 40B30090EU laptop-dockingstation & portreplikator 2 x USB 3.2 Gen 2 (3.1 Gen 2) Type-C Grau,Lenovo B30090EU Docking Station USB 3.2 NEU,Lenovo B30090EU Docking Station USB 3.2 NEU,98,43,JA
5099206104419,Logitech,Logitech 920-010926 keyboard,Logitech Tastatur Bluetooth NEU,Logitech Tastatur Bluetooth NEU,28,31,JA
0718037896199,Western Digital,Western Digital Purple internal hard drive,Western Digital Purple internal hard 2TB NEU,Western Digital Purple internal hard 2TB NEU,42,44,JA
7636490078323,Seagate,"Seagate IronWolf ST2000VN003 Interne Festplatte 2 TB 5400 RPM 256 MB 3.5"" Serial ATA III",Seagate ST2000VN003 Festplatte HDD 2TB NEU,Seagate ST2000VN003 Festplatte HDD 2TB NEU,88,42,JA
8806094413748,Samsung,Samsung 990 PRO 1 TB M.2 PCI Express 4.0 NVMe V-NAND MLC,Samsung M.2 NVMe SSD 1TB NEU,Samsung PRO 1 M.2 NVMe SSD NEU,56,28,NEIN
0718037898339,Western Digital,Western Digital Purple internal hard drive,Western Digital Purple internal hard 6TB NEU,Western Digital Purple internal hard 6TB NEU,42,44,JA
8886419333326,Razer,Razer DeathAdder Essential mouse,Razer DeathAdder Essential Maus 6400 DPI NEU,Razer DeathAdder Essential Maus 6400 DPI NEU,32,44,JA
0619659163082,SanDisk,SanDisk Ultra Flair USB flash drive,SanDisk Ultra Flair USB-Stick 128GB NEU,SanDisk Ultra Flair USB-Stick 128GB NEU,35,39,JA
0810084690246,Ubiquiti,Ubiquiti G5 Professional,Ubiquiti G5 NEU,Ubiquiti G5 Professional,24,15,NEIN
5706991029154,Jabra,Jabra Evolve2 65 Flex Kopfhörer Kabellos Kopfband Büro/Callcenter USB Typ-A Bluetooth Ladestation,Jabra Bluetooth Kopfhörer kabellos NEU,Jabra Bluetooth Kopfhörer kabellos NEU,97,38,JA
0619659184384,SanDisk,SanDisk SDSQUNR-032G-GN3MN memory card,SanDisk SDSQUNR-032G-GN3MN Speicherkarte 32GB NEU,SanDisk SDSQUNR-032G-GN3MN Speicherkarte 32GB NEU,38,49,JA
8886419333487,Razer,Razer Basilisk V3 mouse,Razer V3 Maus NEU,Razer Basilisk V3 mouse,23,17,NEIN
5706991023725,Jabra,Jabra PanaCast 50,Jabra PanaCast 50 4K UHD NEU,Jabra PanaCast 50,17,28,NEIN
5706991024425,Jabra,Jabra Evolve2 75 Kopfhörer Verkabelt & Kabellos Kopfband Büro/Callcenter USB Typ-C Bluetooth Schwarz,Jabra Bluetooth Kopfhörer kabellos NEU,Jabra Bluetooth Kopfhörer kabellos NEU,100,38,JA
0843367123155,Lexar,Lexar NM620,Lexar NM620 512GB NEU,Lexar NM620,11,21,NEIN
0843367123162,Lexar,Lexar NM620,Lexar NM620 1TB NEU,Lexar NM620,11,19,NEIN
0843367123179,Lexar,Lexar NM620,Lexar NM620 2TB NEU,Lexar NM620,11,19,NEIN
0843367130283,Lexar,Lexar NM790,Lexar NM790 1TB NEU,Lexar NM790,11,19,NEIN
0843367130290,Lexar,Lexar NM790,Lexar NM790 2TB NEU,Lexar NM790,11,19,NEIN
0843367131464,Lexar,Lexar NM790,Lexar NM790 4TB NEU,Lexar NM790,11,19,NEIN
5706991024364,Jabra,Jabra Evolve2 75 Kopfhörer Verkabelt & Kabellos Kopfband Anrufe/Musik USB Typ-C Bluetooth Ladestation Schwarz,Jabra Bluetooth Kopfhörer kabellos NEU,Jabra Bluetooth Kopfhörer kabellos NEU,109,38,JA
6947273703761,Grandstream,Grandstream Networks WP825 IP phone,Grandstream WP825 IP NEU,Grandstream Networks WP825 IP phone,35,24,NEIN
0619659204877,SanDisk,SanDisk SDSSDE30-1T00-G26 external solid state drive,SanDisk SDSSDE30-1T00-G26 1TB NEU,SanDisk SDSSDE30-1T00-G26 1TB NEU,52,33,JA
0619659204853,SanDisk,SanDisk SDSSDE30-2T00-G26 external solid state drive,SanDisk SDSSDE30-2T00-G26 2TB NEU,SanDisk SDSSDE30-2T00-G26 2TB NEU,52,33,JA
8886419379850,Razer,Razer Barracuda X,Razer Barracuda Kopfhörer kabellos NEU,Razer Barracuda Kopfhörer kabellos NEU,17,38,JA
8806092709843,Samsung,Samsung EP-T1510XBEGEU Ladegerät für Mobilgeräte Universal Schwarz AC Schnellladung Drinnen,Samsung EP-T1510XBEGEU 1m NEU,Samsung EP-T1510XBEGEU Ladegerät für Mobilgeräte Universal Schwarz AC Schnellladung Drinnen,91,29,NEIN
8806092709904,Samsung,Samsung EP-T1510XWEGEU Ladegerät für Mobilgeräte Universal Weiß AC Schnellladung Drinnen,Samsung EP-T1510XWEGEU 1m NEU,Samsung EP-T1510XWEGEU Ladegerät für Mobilgeräte Universal Weiß AC Schnellladung Drinnen,88,29,NEIN
8806092709874,Samsung,Samsung EP-T1510NBEGEU Ladegerät für Mobilgeräte Universal Schwarz AC Schnellladung Drinnen,Samsung EP-T1510NBEGEU NEU,Samsung EP-T1510NBEGEU Ladegerät für Mobilgeräte Universal Schwarz AC Schnellladung Drinnen,91,26,NEIN
8806092709850,Samsung,Samsung EP-T1510NWEGEU Ladegerät für Mobilgeräte Universal Weiß AC Schnellladung Drinnen,Samsung EP-T1510NWEGEU NEU,Samsung EP-T1510NWEGEU Ladegerät für Mobilgeräte Universal Weiß AC Schnellladung Drinnen,88,26,NEIN
5032037278447,Intel,Intel Core i5-14600K processor,Intel Prozessor CPU NEU,Intel Core i5-14600K processor,30,23,NEIN
5032037278485,Intel,Intel Core i7-14700K processor,Intel Prozessor CPU NEU,Intel Core i7-14700K processor,30,23,NEIN
5032037278522,Intel,Intel Core i9-14900K processor,Intel Prozessor CPU NEU,Intel Core i9-14900K processor,30,23,NEIN
5032037278546,Intel,Intel Core i9-14900KF processor,Intel Prozessor CPU NEU,Intel Core i9-14900KF processor,31,23,NEIN
8806095039893,Samsung,Samsung Galaxy SmartTag Artikel Finder Schwarz,Samsung IP67 NEU,Samsung Galaxy SmartTag Artikel Finder Schwarz,46,16,NEIN
8806095039824,Samsung,Samsung Galaxy SmartTag2 Artikel Finder Weiß,Samsung IP67 NEU,Samsung Galaxy SmartTag2 Artikel Finder Weiß,44,16,NEIN
8806095039763,Samsung,Samsung Galaxy SmartTag 2 EI-T5600 4 Per Pack 2x black+ white Artikel Finder Schwarz,Samsung EI-T5600 IP67 NEU,Samsung Galaxy SmartTag 2 EI-T5600 4 Per Pack 2x black+ white Artikel Finder Schwarz,84,25,NEIN
8806094912081,Samsung,Samsung EP-T2510 Universal Weiß USB Schnellladung Drinnen,Samsung EP-T2510 NEU,Samsung EP-T2510 Universal Weiß USB Schnellladung Drinnen,57,20,NEIN
5706991029147,Jabra,Jabra Evolve2 65 Flex Kopfhörer Kabellos Kopfband Büro/Callcenter USB Typ-A Bluetooth Ladestation,Jabra Bluetooth Kopfhörer kabellos NEU,Jabra Bluetooth Kopfhörer kabellos NEU,97,38,JA
8806094947205,Samsung,Samsung 990 PRO 4 TB M.2 PCI Express 4.0 NVMe V-NAND TLC,Samsung M.2 NVMe SSD 4TB NEU,Samsung PRO 4 M.2 NVMe SSD NEU,56,28,NEIN
5099206104884,Logitech,Logitech 960-001459 webcam,Logitech Webcam Full HD NEU,Logitech 960-001459 webcam,26,27,NEIN
0718037899770,Western Digital,Western Digital Red Plus internal hard drive,Western Digital 2TB NEU,Western Digital Red Plus internal hard drive,44,23,NEIN
0619659185091,SanDisk,SanDisk Ultra,SanDisk Ultra Speicherkarte 128GB NEU,SanDisk Ultra Speicherkarte 128GB NEU,13,37,JA
8887910073063,Razer,Razer Ornata V3 Tenkeyless keyboard,Razer V3 Tastatur NEU,Razer Ornata V3 Tenkeyless keyboard,35,21,NEIN
4260557512760,Toshiba,Toshiba MG Series internal hard drive,Toshiba MG 22TB NEU,Toshiba MG Series internal hard drive,37,19,NEIN
0097855181596,Logitech,Logitech Sight video conferencing system,Logitech 4K UHD NEU,Logitech Sight video conferencing system,40,19,NEIN
5099206112490,Logitech,Logitech 910-006958 mouse,Logitech Maus Bluetooth 8000 DPI NEU,Logitech Maus Bluetooth 8000 DPI NEU,25,36,JA
5702017584317,LEGO,LEGO Star Wars Clone Trooper & Battle Droid Battle Pack,LEGO NEU,LEGO Star Wars Clone Trooper & Battle Droid Battle Pack,55,8,NEIN
5032037279239,Intel,Intel Core i7-14700 processor,Intel Prozessor CPU NEU,Intel Core i7-14700 processor,29,23,NEIN
5032037279192,Intel,Intel Core i9-14900 processor,Intel Prozessor CPU NEU,Intel Core i9-14900 processor,29,23,NEIN
0810084693650,Ubiquiti,Ubiquiti U7 Pro,Ubiquiti U7 NEU,Ubiquiti U7 Pro,15,15,NEIN
5099206107601,Logitech,Logitech 920-011435 mobile device keyboard,Logitech Tastatur NEU,Logitech 920-011435 mobile device keyboard,42,21,NEIN
0718037884660,Western Digital,Western Digital Blue SA510,Western Digital SA510 2TB NEU,Western Digital Blue SA510,26,29,NEIN
8886419378396,Razer,Razer Blackshark V2 X,Razer V2 Kopfhörer NEU,Razer Blackshark V2 X,21,22,NEIN
8806094914696,Samsung,Samsung MU-PG1T0B 1 TB USB Typ-C USB 3.2 Gen 2x2 Schwarz,Samsung MU-PG1T0B 1TB USB 3.2 NEU,Samsung MU-PG1T0B 1TB USB 3.2 NEU,56,33,JA
5702017471549,LEGO,LEGO Botanicals Lotus Flowers,LEGO NEU,LEGO Botanicals Lotus Flowers,29,8,NEIN
8806095510002,Samsung,Samsung Schnellladedapter mit Datenkabel 45 Watt,Samsung 8m NEU,Samsung Schnellladedapter mit Datenkabel 45 Watt,48,14,NEIN
5099206097254,Logitech,Logitech 910-006274 mouse,Logitech Maus Bluetooth 4000 DPI NEU,Logitech Maus Bluetooth 4000 DPI NEU,25,36,JA
5099206097278,Logitech,Logitech 910-006348 mouse,Logitech Maus Bluetooth 4000 DPI NEU,Logitech Maus Bluetooth 4000 DPI NEU,25,36,JA
6947273704874,Grandstream,Grandstream Networks GWN7665 wireless access point,Grandstream GWN7665 WLAN Access Point kabellos NEU,Grandstream GWN7665 WLAN Access Point kabellos NEU,50,50,JA
0718037903613,Western Digital,Western Digital Red WDS200T2R0A-68CKB0 internal solid state drive,Western Digital WDS200T2R0A-68CKB0 2TB NEU,Western Digital WDS200T2R0A-68CKB0 2TB NEU,65,42,JA
8719706428095,Seagate,"Seagate ST22000NM001E Interne Festplatte 22 TB 7200 RPM 512 MB 3.5"" SATA",Seagate ST22000NM001E Festplatte HDD 22TB NEU,Seagate ST22000NM001E Festplatte HDD 22TB NEU,72,45,JA
5706991026146,Jabra,Jabra Engage 40 Kopfhörer Kabelgebunden Kopfband Büro/Callcenter,Jabra Kopfhörer NEU,Jabra Engage 40 Kopfhörer Kabelgebunden Kopfband Büro/Callcenter,64,19,NEIN
8886419378082,Razer,Razer Kraken X Lite,Razer Kraken Kopfhörer NEU,Razer Kraken X Lite,19,26,NEIN
0649528937803,Crucial,Crucial Pro CP2K16G56C46U5 memory module,Crucial CP2K16G56C46U5 RAM Arbeitsspeicher 32GB 5600MHz DDR5 2x Kit NEU,Crucial CP2K16G56C46U5 RAM Arbeitsspeicher 32GB 5600MHz DDR5 2x Kit NEU,40,71,JA
0649528937810,Crucial,Crucial Pro CP2K32G56C46U5 memory module,Crucial CP2K32G56C46U5 RAM Arbeitsspeicher 64GB 5600MHz DDR5 2x Kit NEU,Crucial CP2K32G56C46U5 RAM Arbeitsspeicher 64GB 5600MHz DDR5 2x Kit NEU,40,71,JA
4895252503517,TP-Link,TP-Link Omada EAP783 WLAN Access Point 19000 Mbit/s Weiß Power over Ethernet (PoE),TP-Link EAP783 WLAN Access Point PoE NEU,TP-Link EAP783 WLAN Access Point PoE NEU,82,40,JA
0810084691670,Ubiquiti,Ubiquiti G2 Starter Kit security access control system,Ubiquiti G2 PoE NEU,Ubiquiti G2 Starter Kit security access control system,54,19,NEIN
0810084691656,Ubiquiti,Ubiquiti UISP G2 Professional,Ubiquiti UISP G2 Bluetooth IP55 NEU,Ubiquiti UISP G2 Bluetooth IP55 NEU,29,35,JA
0810354023538,Ubiquiti,Ubiquiti POE-24-24W-G-EU PoE adapter,Ubiquiti POE-24-24W-G-EU Adapter PoE 24W NEU,Ubiquiti POE-24-24W-G-EU Adapter PoE 24W NEU,36,44,JA
8886419334095,Razer,Razer COBRA mouse,Razer COBRA Maus 8500 DPI NEU,Razer COBRA mouse,17,29,NEIN
0730143315272,AMD,AMD Ryzen 9 9950X processor,AMD Prozessor CPU NEU,AMD Ryzen 9 9950X processor,27,21,NEIN
3800235261798,Shelly,Shelly 1PM Gen3,Shelly PM 30m kabellos NEU,Shelly 1PM Gen3,15,26,NEIN
6938818319578,Yealink,Yealink WH64 Dual Teams Headset,Yealink WH64 Headset kabellos NEU,Yealink WH64 Headset kabellos NEU,31,33,JA
6938818319585,Yealink,Yealink WH64 Dual UC Headset,Yealink WH64 Headset kabellos NEU,Yealink WH64 Headset kabellos NEU,28,33,JA
6938818319608,Yealink,Yealink WH64 Mono Teams Headset,Yealink WH64 Headset kabellos NEU,Yealink WH64 Headset kabellos NEU,31,33,JA
6938818319592,Yealink,Yealink WH64 Mono UC Headset,Yealink WH64 Headset kabellos NEU,Yealink WH64 Headset kabellos NEU,28,33,JA
4713294230355,G.Skill,G.Skill Trident Z5 RGB F5-6800J3445G32GX2-TZ5RK memory module,G.Skill Z5 RGB RAM Arbeitsspeicher 64GB 6800MHz DDR5 2x Kit NEU,G.Skill Z5 RGB RAM Arbeitsspeicher 64GB 6800MHz DDR5 2x Kit NEU,61,63,JA
0810084695548,Ubiquiti,Ubiquiti U7 Pro Wall,Ubiquiti U7 NEU,Ubiquiti U7 Pro Wall,20,15,NEIN
5706991029109,Jabra,Jabra Evolve2 65 Flex Kopfhörer Kabellos Kopfband Büro/Callcenter USB Typ-C Bluetooth,Jabra Bluetooth Kopfhörer kabellos NEU,Jabra Bluetooth Kopfhörer kabellos NEU,85,38,JA
5706991027501,Jabra,Jabra Evolve2 55 Kopfhörer Kabellos Kopfband Büro/Callcenter USB Typ-C Bluetooth Ladestation,Jabra Bluetooth Kopfhörer kabellos NEU,Jabra Bluetooth Kopfhörer kabellos NEU,92,38,JA
5706991027518,Jabra,Jabra Evolve2 55 Kopfhörer Kabellos Kopfband Büro/Callcenter USB Typ-C Bluetooth,Jabra Bluetooth Kopfhörer kabellos NEU,Jabra Bluetooth Kopfhörer kabellos NEU,80,38,JA
0195949333002,Apple,Apple MW2P3ZM/A video cable adapter,Apple MW2P3ZM HDMI Adapter NEU,Apple MW2P3ZM HDMI Adapter NEU,35,30,JA
0195949508967,Apple,Apple EarPods,Apple EarPods Kopfhörer NEU,Apple EarPods,13,27,NEIN
0718037899817,Western Digital,Western Digital Red Plus internal hard drive,Western Digital 8TB NEU,Western Digital Red Plus internal hard drive,44,23,NEIN
0763649174920,Seagate,"Seagate Exos X24 Interne Festplatte 24 TB 7200 RPM 512 MB 3.5"" SAS",Seagate X24 Festplatte HDD 24TB NEU,Seagate X24 Festplatte HDD 24TB NEU,66,35,JA
0718037902821,Western Digital,Western Digital Red Pro internal hard drive,Western Digital 6TB NEU,Western Digital Red Pro internal hard drive,43,23,NEIN
0718037902838,Western Digital,Western Digital Red Pro internal hard drive,Western Digital 8TB NEU,Western Digital Red Pro internal hard drive,43,23,NEIN
0718037902814,Western Digital,Western Digital Red Pro internal hard drive,Western Digital 4TB NEU,Western Digital Red Pro internal hard drive,43,23,NEIN
8887910060766,Razer,Razer Kraken V4 X,Razer V4 Kopfhörer NEU,Razer Kraken V4 X,17,22,NEIN
0017817846141,Bose,Bose QuietComfort Ultra,Bose QuietComfort Ultra Headset kabellos NEU,Bose QuietComfort Ultra Headset kabellos NEU,23,44,JA
0718037889245,Western Digital,Western Digital Blue Purple internal hard drive,Western Digital 8TB NEU,Western Digital Blue Purple internal hard drive,47,23,NEIN
0810084698426,Ubiquiti,Ubiquiti CloudKey+ gateway/controller,Ubiquiti Speicherkarte NEU,Ubiquiti CloudKey+ gateway/controller,37,26,NEIN
6947273705147,Grandstream,Grandstream Networks WP826 IP phone,Grandstream WP826 IP NEU,Grandstream Networks WP826 IP phone,35,24,NEIN
0843367132225,Lexar,Lexar LNQ790X002T-RNNNG internal solid state drive,Lexar LNQ790X002T-RNNNG 2TB NEU,Lexar LNQ790X002T-RNNNG 2TB NEU,50,31,JA
0843367132232,Lexar,Lexar NQ790,Lexar NQ790 4TB NEU,Lexar NQ790,11,19,NEIN
4897098682944,TP-Link,TP-Link Tapo Intelligenter Bewegungssensor,TP-Link 7m kabellos NEU,TP-Link Tapo Intelligenter Bewegungssensor,42,23,NEIN
8806094905403,Samsung,Samsung MU-PH2T0S 2 TB 3.2 Gen 1 (3.1 Gen 1) Schwarz,Samsung MU-PH2T0S 2TB NEU,Samsung MU-PH2T0S 2 TB 3.2 Gen 1 (3.1 Gen 1) Schwarz,52,25,NEIN
8806094905410,Samsung,Samsung MU-PH4T0S 4 TB 3.2 Gen 1 (3.1 Gen 1) Schwarz,Samsung MU-PH4T0S 4TB NEU,Samsung MU-PH4T0S 4 TB 3.2 Gen 1 (3.1 Gen 1) Schwarz,52,25,NEIN
8886419334552,Razer,Razer DeathAdder V3 HyperSpeed mouse,Razer V3 Maus kabellos NEU,Razer DeathAdder V3 HyperSpeed mouse,36,26,NEIN
5032037282109,Intel,Intel Core Ultra 5 245KF processor,Intel Prozessor CPU NEU,Intel Core Ultra 5 245KF processor,34,23,NEIN
5032037282086,Intel,Intel Core Ultra 5 245K processor,Intel Prozessor CPU NEU,Intel Core Ultra 5 245K processor,33,23,NEIN
4711387740309,Asus,ASUS ROG STRIX X870-I GAMING WIFI AMD X870 Sockel AM5 mini ITX,Asus ROG STRIX RAM Arbeitsspeicher 96GB DDR5 NEU,Asus ROG STRIX RAM Arbeitsspeicher 96GB DDR5 NEU,62,48,JA
4711387730775,Asus,ASUS ProArt X870E-CREATOR WIFI,Asus X870E-CREATOR RAM Arbeitsspeicher 192GB DDR5 NEU,Asus X870E-CREATOR RAM Arbeitsspeicher 192GB DDR5 NEU,30,53,JA
0730143315289,AMD,AMD Ryzen 7 9800X3D processor,AMD X3D Prozessor CPU NEU,AMD Ryzen 7 9800X3D processor,29,25,NEIN
8806095575667,Samsung,Samsung MZ-V9S4T0,Samsung MZ-V9S4T0 M.2 NVMe SSD 4TB NEU,Samsung MZ-V9S4T0 M.2 NVMe SSD 4TB NEU,17,38,JA
8806095575650,Samsung,Samsung 990 EVO Plus NVMe™ M.2 SSD - 2 TB,Samsung EVO M.2 NVMe SSD 2TB NEU,Samsung EVO M.2 NVMe SSD 2TB NEU,41,32,JA
8806095575674,Samsung,Samsung 990 EVO Plus NVMe™ M.2 SSD - 1 TB,Samsung EVO M.2 NVMe SSD 1TB NEU,Samsung EVO M.2 NVMe SSD 1TB NEU,41,32,JA
0718037894843,Western Digital,Western Digital Blue SN5000,Western Digital SN5000 1TB NEU,Western Digital SN5000 1TB NEU,27,30,JA
0718037893228,Western Digital,Western Digital WDS200T4B0E internal solid state drive,Western Digital WDS200T4B0E 2TB NEU,Western Digital WDS200T4B0E 2TB NEU,54,35,JA
0718037894850,Western Digital,Western Digital Blue SN5000,Western Digital SN5000 500GB NEU,Western Digital SN5000 500GB NEU,27,32,JA
5706991031515,Jabra,Jabra Evolve 65 TE Kopfhörer Verkabelt & Kabellos Kopfband Büro/Callcenter USB Typ-A Bluetooth Schwarz,Jabra TE Bluetooth Kopfhörer kabellos NEU,Jabra TE Bluetooth Kopfhörer kabellos NEU,102,41,JA
5706991031539,Jabra,Jabra Evolve 65 TE Kopfhörer Verkabelt & Kabellos Kopfband Büro/Callcenter USB Typ-A Bluetooth Schwarz,Jabra TE Bluetooth Kopfhörer kabellos NEU,Jabra TE Bluetooth Kopfhörer kabellos NEU,102,41,JA
0197498152394,HP,HP Poly Poly CS540A Headset mit Handset Lifter,HP CS540A Headset NEU,HP Poly Poly CS540A Headset mit Handset Lifter,46,21,NEIN
5706991030976,Jabra,Jabra Engage 75 SE Kopfhörer USB Typ-C Bluetooth,Jabra SE Bluetooth Kopfhörer NEU,Jabra SE Bluetooth Kopfhörer NEU,48,32,JA
0740617338515,Kingston Technology,Kingston Technology XS1000,Kingston Technology XS1000 1TB USB 3.2 NEU,Kingston Technology XS1000 1TB USB 3.2 NEU,26,42,JA
0740617341782,Kingston Technology,"Kingston Technology 2TB Externe SSD XS1000 USB 3.2 Gen 2, Rot",Kingston Technology SSD 2TB USB 3.2 NEU,Kingston Technology SSD 2TB USB 3.2 NEU,61,39,JA
7340086912839,CHERRY,CHERRY XTRFY M42 RGB mouse,CHERRY XTRFY M42 Maus kabellos NEU,CHERRY XTRFY M42 Maus kabellos NEU,26,34,JA
4025112099915,CHERRY,"CHERRY UM 9.0 PRO RGB Schwarz, Kupfer Tischmikrofon",CHERRY UM 9 NEU,"CHERRY UM 9.0 PRO RGB Schwarz, Kupfer Tischmikrofon",51,15,NEIN
0718037893204,Western Digital,Western Digital Black WDS100T4X0E-00CJA0 internal solid state drive,Western Digital WDS100T4X0E-00CJA0 1TB NEU,Western Digital WDS100T4X0E-00CJA0 1TB NEU,67,42,JA
0718037893211,Western Digital,Western Digital Black WDS200T4X0E-00CJA0 internal solid state drive,Western Digital WDS200T4X0E-00CJA0 2TB NEU,Western Digital WDS200T4X0E-00CJA0 2TB NEU,67,42,JA
5099206105324,Logitech,Logitech 920-011022 keyboard,Logitech Netzwerk Switch Bluetooth NEU,Logitech Netzwerk Switch Bluetooth NEU,28,38,JA
5099206097353,Logitech,Logitech 920-010361 mobile device keyboard,Logitech Tastatur NEU,Logitech 920-010361 mobile device keyboard,42,21,NEIN
5099206106895,Logitech,Logitech Rugged Combo 4 Touch,Logitech Rugged Combo 4 Touch Touchpad NEU,Logitech Rugged Combo 4 Touch Touchpad NEU,29,42,JA
0195949085611,Apple,Apple MUQ93ZM/A lightning cable,Apple MUQ93ZM USB-C Kabel 1m NEU,Apple MUQ93ZM USB-C Kabel 1m NEU,31,32,JA
0843367123766,Lexar,Lexar LD4AS008G-B3200GSST memory module,Lexar LD4AS008G-B3200GSST RAM Arbeitsspeicher 8GB 3200MHz DDR4 NEU,Lexar LD4AS008G-B3200GSST RAM Arbeitsspeicher 8GB 3200MHz DDR4 NEU,39,66,JA
0810084694664,Ubiquiti,Ubiquiti E7 wireless access point,Ubiquiti E7 WLAN Access Point kabellos NEU,Ubiquiti E7 WLAN Access Point kabellos NEU,33,42,JA
0810043370066,Cosori,"Cosori Smart Chef Edition Einzelbild 5,5 l Eigenständig 1700 W Heißluftfritteuse Schwarz",Cosori 1700W NEU,"Cosori Smart Chef Edition Einzelbild 5,5 l Eigenständig 1700 W Heißluftfritteuse Schwarz",88,16,NEIN
